Local_Body_Type,Local_Body_Name,District_Name,username,password,full_name,mobile
PANCHAYAT,Mankada,Malappuram,health_user631,Health@123631,Health User 631,9932597923
PANCHAYAT,Nilambur,Malappuram,health_user632,Health@123632,Health User 632,9461416491
PANCHAYAT,Perinthalmanna,Malappuram,health_user633,Health@123633,Health User 633,9817560229
PANCHAYAT,Perumpadappu,Malappuram,health_user634,Health@123634,Health User 634,9788166972
PANCHAYAT,Ponnani,Malappuram,health_user635,Health@123635,Health User 635,9297730655
PANCHAYAT,Tanur,Malappuram,health_user636,Health@123636,Health User 636,9603171048
PANCHAYAT,Tirur,Malappuram,health_user637,Health@123637,Health User 637,9304810919
PANCHAYAT,Tirurangadi,Malappuram,health_user638,Health@123638,Health User 638,9605678988
PANCHAYAT,Vengara,Malappuram,health_user639,Health@123639,Health User 639,9256641584
PANCHAYAT,Wandoor,Malappuram,health_user640,Health@123640,Health User 640,9778289298
PANCHAYAT,Abdul Rahiman Nagar,Malappuram,health_user641,Health@123641,Health User 641,9769773986
PANCHAYAT,Alamcode,Malappuram,health_user642,Health@123642,Health User 642,9537049369
PANCHAYAT,Aliparamba,Malappuram,health_user643,Health@123643,Health User 643,9354158709
PANCHAYAT,Amarambalam,Malappuram,health_user644,Health@123644,Health User 644,9966917171
PANCHAYAT,Anakkayam,Malappuram,health_user645,Health@123645,Health User 645,9935205174
PANCHAYAT,Angadipuram,Malappuram,health_user646,Health@123646,Health User 646,9635559751
PANCHAYAT,Areekode,Malappuram,health_user647,Health@123647,Health User 647,9476014365
PANCHAYAT,Athavanad,Malappuram,health_user648,Health@123648,Health User 648,9187577051
PANCHAYAT,Chaliyar,Malappuram,health_user649,Health@123649,Health User 649,9114454610
PANCHAYAT,Chekkode,Malappuram,health_user650,Health@123650,Health User 650,9423754785
PANCHAYAT,Chelambra,Malappuram,health_user651,Health@123651,Health User 651,9320670272
PANCHAYAT,Cheriyamundam,Malappuram,health_user652,Health@123652,Health User 652,9797186733
PANCHAYAT,Cherukavu,Malappuram,health_user653,Health@123653,Health User 653,9257650759
PANCHAYAT,Chokkad,Malappuram,health_user654,Health@123654,Health User 654,9693483839
PANCHAYAT,Chungathara,Malappuram,health_user655,Health@123655,Health User 655,9911411038
PANCHAYAT,Edakkara,Malappuram,health_user656,Health@123656,Health User 656,9309481315
PANCHAYAT,Edappal,Malappuram,health_user657,Health@123657,Health User 657,9367695107
PANCHAYAT,Edappatta,Malappuram,health_user658,Health@123658,Health User 658,9133138379
PANCHAYAT,Edarikode,Malappuram,health_user659,Health@123659,Health User 659,9682614343
PANCHAYAT,Edavanna,Malappuram,health_user660,Health@123660,Health User 660,9707329254
PANCHAYAT,Edayoor,Malappuram,health_user661,Health@123661,Health User 661,9178714270
PANCHAYAT,Elamkulam,Malappuram,health_user662,Health@123662,Health User 662,9297340618
PANCHAYAT,Irimbilayam,Malappuram,health_user663,Health@123663,Health User 663,9416499387
PANCHAYAT,Kalady,Malappuram,health_user664,Health@123664,Health User 664,9754548162
PANCHAYAT,Kalikavu,Malappuram,health_user665,Health@123665,Health User 665,9126556612
PANCHAYAT,Kalpakancheri,Malappuram,health_user666,Health@123666,Health User 666,9434466814
PANCHAYAT,Kannamangalam,Malappuram,health_user667,Health@123667,Health User 667,9438621354
PANCHAYAT,Karulai,Malappuram,health_user668,Health@123668,Health User 668,9590170785
PANCHAYAT,Karuvarakundu,Malappuram,health_user669,Health@123669,Health User 669,9503888755
PANCHAYAT,Kavannur,Malappuram,health_user670,Health@123670,Health User 670,9787655096
PANCHAYAT,Keezhattur,Malappuram,health_user671,Health@123671,Health User 671,9223240844
PANCHAYAT,Kizhuparamba,Malappuram,health_user672,Health@123672,Health User 672,9270899918
PANCHAYAT,Kodur,Malappuram,health_user673,Health@123673,Health User 673,9157411476
PANCHAYAT,Koottilangadi,Malappuram,health_user674,Health@123674,Health User 674,9782467506
PANCHAYAT,Kuruva,Malappuram,health_user675,Health@123675,Health User 675,9346350828
PANCHAYAT,Kuttippuram,Malappuram,health_user676,Health@123676,Health User 676,9243481524
PANCHAYAT,Kuzhimanna,Malappuram,health_user677,Health@123677,Health User 677,9217472340
PANCHAYAT,Makkaraparamba,Malappuram,health_user678,Health@123678,Health User 678,9248112565
PANCHAYAT,Mambad,Malappuram,health_user679,Health@123679,Health User 679,9196089992
PANCHAYAT,Mangalam,Malappuram,health_user680,Health@123680,Health User 680,9309097496
PANCHAYAT,Mankada,Malappuram,health_user681,Health@123681,Health User 681,9893489761
PANCHAYAT,Marakkara,Malappuram,health_user682,Health@123682,Health User 682,9880252833
PANCHAYAT,Marancheri,Malappuram,health_user683,Health@123683,Health User 683,9385157794
PANCHAYAT,Melattur,Malappuram,health_user684,Health@123684,Health User 684,9616203245
PANCHAYAT,Moonniyur,Malappuram,health_user685,Health@123685,Health User 685,9682333087
PANCHAYAT,Moorkkanad,Malappuram,health_user686,Health@123686,Health User 686,9596876818
PANCHAYAT,Moothadem,Malappuram,health_user687,Health@123687,Health User 687,9945685638
PANCHAYAT,Morayur,Malappuram,health_user688,Health@123688,Health User 688,9614437469
PANCHAYAT,Muduvalur,Malappuram,health_user689,Health@123689,Health User 689,9674622949
PANCHAYAT,Nannambra,Malappuram,health_user690,Health@123690,Health User 690,9340220875
PANCHAYAT,Nannamukku,Malappuram,health_user691,Health@123691,Health User 691,9888450113
PANCHAYAT,Niramaruthoor,Malappuram,health_user692,Health@123692,Health User 692,9349920605
PANCHAYAT,Othukkungal,Malappuram,health_user693,Health@123693,Health User 693,9300012554
PANCHAYAT,Ozhur,Malappuram,health_user694,Health@123694,Health User 694,9235317383
PANCHAYAT,Pallikkal,Malappuram,health_user695,Health@123695,Health User 695,9866243657
PANCHAYAT,Pandikkad,Malappuram,health_user696,Health@123696,Health User 696,9403624884
PANCHAYAT,Parappur,Malappuram,health_user697,Health@123697,Health User 697,9720007811
PANCHAYAT,Perumannaklari,Malappuram,health_user698,Health@123698,Health User 698,9741200260
PANCHAYAT,Perumpadappa,Malappuram,health_user699,Health@123699,Health User 699,9976411116
PANCHAYAT,Peruvallur,Malappuram,health_user700,Health@123700,Health User 700,9445592780
PANCHAYAT,Ponmala,Malappuram,health_user701,Health@123701,Health User 701,9533468907
PANCHAYAT,Ponmundam,Malappuram,health_user702,Health@123702,Health User 702,9279775656
PANCHAYAT,Pookkottur,Malappuram,health_user703,Health@123703,Health User 703,9774960298
PANCHAYAT,Porur,Malappuram,health_user704,Health@123704,Health User 704,9610104622
PANCHAYAT,Pothukkal,Malappuram,health_user705,Health@123705,Health User 705,9113571640
PANCHAYAT,Pulamanthole,Malappuram,health_user706,Health@123706,Health User 706,9771314693
PANCHAYAT,Pulikkal,Malappuram,health_user707,Health@123707,Health User 707,9655798762
PANCHAYAT,Pulpatta,Malappuram,health_user708,Health@123708,Health User 708,9990298904
PANCHAYAT,Purathur,Malappuram,health_user709,Health@123709,Health User 709,9355206137
PANCHAYAT,Puzhakkattiri,Malappuram,health_user710,Health@123710,Health User 710,9731411609
PANCHAYAT,Tanalur,Malappuram,health_user711,Health@123711,Health User 711,9362292113
PANCHAYAT,Tavanur,Malappuram,health_user712,Health@123712,Health User 712,9341384728
PANCHAYAT,Thalakkad,Malappuram,health_user713,Health@123713,Health User 713,9584861014
PANCHAYAT,Thazhekode,Malappuram,health_user714,Health@123714,Health User 714,9326366673
PANCHAYAT,Thenhippalam,Malappuram,health_user715,Health@123715,Health User 715,9119506252
PANCHAYAT,Thennala,Malappuram,health_user716,Health@123716,Health User 716,9579921454
PANCHAYAT,Thirunavaya,Malappuram,health_user717,Health@123717,Health User 717,9658967450
PANCHAYAT,Thiruvali,Malappuram,health_user718,Health@123718,Health User 718,9144891470
PANCHAYAT,Thuvvur,Malappuram,health_user719,Health@123719,Health User 719,9480286886
PANCHAYAT,Trikkalangode,Malappuram,health_user720,Health@123720,Health User 720,9292357832
PANCHAYAT,Triprangode,Malappuram,health_user721,Health@123721,Health User 721,9268664725
PANCHAYAT,Urakam,Malappuram,health_user722,Health@123722,Health User 722,9841924001
PANCHAYAT,Urungattiri,Malappuram,health_user723,Health@123723,Health User 723,9131047225
PANCHAYAT,Valavannur,Malappuram,health_user724,Health@123724,Health User 724,9831740503
PANCHAYAT,Vallikkunnu,Malappuram,health_user725,Health@123725,Health User 725,9445775660
PANCHAYAT,Vattamkulam,Malappuram,health_user726,Health@123726,Health User 726,9964343979
PANCHAYAT,Vazhakkad,Malappuram,health_user727,Health@123727,Health User 727,9622926994
PANCHAYAT,Vazhayur,Malappuram,health_user728,Health@123728,Health User 728,9905201782
PANCHAYAT,Vazhikkadavu,Malappuram,health_user729,Health@123729,Health User 729,9530598070
PANCHAYAT,Veliyancode,Malappuram,health_user730,Health@123730,Health User 730,9241696064
PANCHAYAT,Vengara,Malappuram,health_user731,Health@123731,Health User 731,9832839473
PANCHAYAT,Vettathur,Malappuram,health_user732,Health@123732,Health User 732,9479873458
PANCHAYAT,Vettom,Malappuram,health_user733,Health@123733,Health User 733,9103852298
PANCHAYAT,Wandoor,Malappuram,health_user734,Health@123734,Health User 734,9419982246
PANCHAYAT,Localbody Name (In English),Palakkad,health_user735,Health@123735,Health User 735,9477729564
PANCHAYAT,Palakkad,Palakkad,health_user736,Health@123736,Health User 736,9377126647
PANCHAYAT,Alathur,Palakkad,health_user737,Health@123737,Health User 737,9235437526
PANCHAYAT,Attappadi,Palakkad,health_user738,Health@123738,Health User 738,9691991845
PANCHAYAT,Chittur,Palakkad,health_user739,Health@123739,Health User 739,9631355018
PANCHAYAT,Kollengode,Palakkad,health_user740,Health@123740,Health User 740,9948357487
PANCHAYAT,Kuzhalmannam,Palakkad,health_user741,Health@123741,Health User 741,9962997970
PANCHAYAT,Malampuzha,Palakkad,health_user742,Health@123742,Health User 742,9688693671
PANCHAYAT,Mannarkad,Palakkad,health_user743,Health@123743,Health User 743,9251405637
PANCHAYAT,Nemmara,Palakkad,health_user744,Health@123744,Health User 744,9238159325
PANCHAYAT,Ottappalam,Palakkad,health_user745,Health@123745,Health User 745,9362147886
PANCHAYAT,Palakkad,Palakkad,health_user746,Health@123746,Health User 746,9292359008
PANCHAYAT,Pattambi,Palakkad,health_user747,Health@123747,Health User 747,9269947053
PANCHAYAT,Sreekrishnapuram,Palakkad,health_user748,Health@123748,Health User 748,9796813599
PANCHAYAT,Trithala,Palakkad,health_user749,Health@123749,Health User 749,9707279815
PANCHAYAT,Agali,Palakkad,health_user750,Health@123750,Health User 750,9214433107
PANCHAYAT,Akathethara,Palakkad,health_user751,Health@123751,Health User 751,9681280796
PANCHAYAT,Alanallur,Palakkad,health_user752,Health@123752,Health User 752,9365675825
PANCHAYAT,Alathur,Palakkad,health_user753,Health@123753,Health User 753,9635705427
PANCHAYAT,Ambalapara,Palakkad,health_user754,Health@123754,Health User 754,9310670129
PANCHAYAT,Anakkara,Palakkad,health_user755,Health@123755,Health User 755,9340955570
PANCHAYAT,Ananganadi,Palakkad,health_user756,Health@123756,Health User 756,9581368254
PANCHAYAT,Ayiloor,Palakkad,health_user757,Health@123757,Health User 757,9702470813
PANCHAYAT,Chalavara,Palakkad,health_user758,Health@123758,Health User 758,9573685257
PANCHAYAT,Chalisseri,Palakkad,health_user759,Health@123759,Health User 759,9934036676
PANCHAYAT,Elappully,Palakkad,health_user760,Health@123760,Health User 760,9700587475
PANCHAYAT,Elavancherry,Palakkad,health_user761,Health@123761,Health User 761,9221760941
PANCHAYAT,Erimayur,Palakkad,health_user762,Health@123762,Health User 762,9952861530
PANCHAYAT,Eruthampathy,Palakkad,health_user763,Health@123763,Health User 763,9646125635
PANCHAYAT,Kadampazhipuram,Palakkad,health_user764,Health@123764,Health User 764,9969217921
PANCHAYAT,Kanjirampuzha,Palakkad,health_user765,Health@123765,Health User 765,9176596917
PANCHAYAT,Kannadi,Palakkad,health_user766,Health@123766,Health User 766,9415715258
PANCHAYAT,Kannambara,Palakkad,health_user767,Health@123767,Health User 767,9103252756
PANCHAYAT,Kappur,Palakkad,health_user768,Health@123768,Health User 768,9195107450
PANCHAYAT,Karakurissi,Palakkad,health_user769,Health@123769,Health User 769,9129131432
PANCHAYAT,Karimba,Palakkad,health_user770,Health@123770,Health User 770,9640057700
PANCHAYAT,Karimpuzha,Palakkad,health_user771,Health@123771,Health User 771,9110207304
PANCHAYAT,Kavasery,Palakkad,health_user772,Health@123772,Health User 772,9236035195
PANCHAYAT,Keralassery,Palakkad,health_user773,Health@123773,Health User 773,9728151723
PANCHAYAT,Kizhakkancherry,Palakkad,health_user774,Health@123774,Health User 774,9329370936
PANCHAYAT,Kodumba,Palakkad,health_user775,Health@123775,Health User 775,9703696510
PANCHAYAT,Koduvayur,Palakkad,health_user776,Health@123776,Health User 776,9832913861
PANCHAYAT,Kollengode,Palakkad,health_user777,Health@123777,Health User 777,9205159186
PANCHAYAT,Kongad,Palakkad,health_user778,Health@123778,Health User 778,9826121247
PANCHAYAT,Koppam,Palakkad,health_user779,Health@123779,Health User 779,9549809633
PANCHAYAT,Kottappadam,Palakkad,health_user780,Health@123780,Health User 780,9891978627
PANCHAYAT,Kottayi,Palakkad,health_user781,Health@123781,Health User 781,9882053963
PANCHAYAT,Kozhinjampara,Palakkad,health_user782,Health@123782,Health User 782,9137702720
PANCHAYAT,Kulukkallur,Palakkad,health_user783,Health@123783,Health User 783,9320006148
PANCHAYAT,Kumaramputhur,Palakkad,health_user784,Health@123784,Health User 784,9717491476
PANCHAYAT,Kuthanoor,Palakkad,health_user785,Health@123785,Health User 785,9544977362
PANCHAYAT,Kuzhalmannam,Palakkad,health_user786,Health@123786,Health User 786,9306652682
PANCHAYAT,Lakkidiperur,Palakkad,health_user787,Health@123787,Health User 787,9707128972
PANCHAYAT,Malampuzha,Palakkad,health_user788,Health@123788,Health User 788,9126743031
PANCHAYAT,Mankara,Palakkad,health_user789,Health@123789,Health User 789,9912031285
PANCHAYAT,Mannur,Palakkad,health_user790,Health@123790,Health User 790,9579074459
PANCHAYAT,Marutharode,Palakkad,health_user791,Health@123791,Health User 791,9498149916
PANCHAYAT,Mathur,Palakkad,health_user792,Health@123792,Health User 792,9737918294
PANCHAYAT,Melarcode,Palakkad,health_user793,Health@123793,Health User 793,9430159312
PANCHAYAT,Mundur,Palakkad,health_user794,Health@123794,Health User 794,9914174689
PANCHAYAT,Muthalamada,Palakkad,health_user795,Health@123795,Health User 795,9297821982
PANCHAYAT,Muthuthala,Palakkad,health_user796,Health@123796,Health User 796,9613098429
PANCHAYAT,Nagalassery,Palakkad,health_user797,Health@123797,Health User 797,9334269136
PANCHAYAT,Nalleppilly,Palakkad,health_user798,Health@123798,Health User 798,9339158851
PANCHAYAT,Nellaya,Palakkad,health_user799,Health@123799,Health User 799,9566308548
PANCHAYAT,Nelliampathy,Palakkad,health_user800,Health@123800,Health User 800,9633693294
PANCHAYAT,Nemmara,Palakkad,health_user801,Health@123801,Health User 801,9170672666
PANCHAYAT,Ongallur,Palakkad,health_user802,Health@123802,Health User 802,9262005600
PANCHAYAT,Pallassana,Palakkad,health_user803,Health@123803,Health User 803,9637768447
PANCHAYAT,Parli,Palakkad,health_user804,Health@123804,Health User 804,9741879658
PANCHAYAT,Parudur,Palakkad,health_user805,Health@123805,Health User 805,9558300066
PANCHAYAT,Pattencherry,Palakkad,health_user806,Health@123806,Health User 806,9290952521
PANCHAYAT,Pattithara,Palakkad,health_user807,Health@123807,Health User 807,9561346442
PANCHAYAT,Peringottukurissi,Palakkad,health_user808,Health@123808,Health User 808,9806398119
PANCHAYAT,Perumatty,Palakkad,health_user809,Health@123809,Health User 809,9845559668
PANCHAYAT,Peruvemba,Palakkad,health_user810,Health@123810,Health User 810,9544693476
PANCHAYAT,Pirayari,Palakkad,health_user811,Health@123811,Health User 811,9649779131
PANCHAYAT,Polpully,Palakkad,health_user812,Health@123812,Health User 812,9767099723
PANCHAYAT,Pookkottukavu,Palakkad,health_user813,Health@123813,Health User 813,9203410897
PANCHAYAT,Puducode,Palakkad,health_user814,Health@123814,Health User 814,9887787874
PANCHAYAT,Puduppariyaram,Palakkad,health_user815,Health@123815,Health User 815,9120497078
PANCHAYAT,Pudur,Palakkad,health_user816,Health@123816,Health User 816,9497801084
PANCHAYAT,Pudusseri,Palakkad,health_user817,Health@123817,Health User 817,9159621124
PANCHAYAT,Puthunagaram,Palakkad,health_user818,Health@123818,Health User 818,9248046965
PANCHAYAT,Sholayar,Palakkad,health_user819,Health@123819,Health User 819,9538522549
PANCHAYAT,Sreekrishnapuram,Palakkad,health_user820,Health@123820,Health User 820,9165994984
PANCHAYAT,Tachampara,Palakkad,health_user821,Health@123821,Health User 821,9526688010
PANCHAYAT,Tarur,Palakkad,health_user822,Health@123822,Health User 822,9654259593
PANCHAYAT,Thachanattukara,Palakkad,health_user823,Health@123823,Health User 823,9161537245
PANCHAYAT,Thenkara,Palakkad,health_user824,Health@123824,Health User 824,9197027156
PANCHAYAT,Thenkurissi,Palakkad,health_user825,Health@123825,Health User 825,9857719857
PANCHAYAT,Thirumittacode,Palakkad,health_user826,Health@123826,Health User 826,9929178251
PANCHAYAT,Thiruvegapuram,Palakkad,health_user827,Health@123827,Health User 827,9802292107
PANCHAYAT,Thrikkadeeri,Palakkad,health_user828,Health@123828,Health User 828,9759841230
PANCHAYAT,Thrithala,Palakkad,health_user829,Health@123829,Health User 829,9123394516
PANCHAYAT,Vadakarapathy,Palakkad,health_user830,Health@123830,Health User 830,9640176713
PANCHAYAT,Vadakkancheri,Palakkad,health_user831,Health@123831,Health User 831,9865578444
PANCHAYAT,Vadavannur,Palakkad,health_user832,Health@123832,Health User 832,9922933775
PANCHAYAT,Vallapuzha,Palakkad,health_user833,Health@123833,Health User 833,9897726057
PANCHAYAT,Vandazhy,Palakkad,health_user834,Health@123834,Health User 834,9503935547
PANCHAYAT,Vaniamkulam,Palakkad,health_user835,Health@123835,Health User 835,9572011091
PANCHAYAT,Vellinezhi,Palakkad,health_user836,Health@123836,Health User 836,9647336989
PANCHAYAT,Vilayur,Palakkad,health_user837,Health@123837,Health User 837,9738020277
PANCHAYAT,Localbody Name (In English),Pathanamthitta,health_user838,Health@123838,Health User 838,9677890083
PANCHAYAT,Pathanamthitta,Pathanamthitta,health_user839,Health@123839,Health User 839,9797972011
PANCHAYAT,Elanthoor,Pathanamthitta,health_user840,Health@123840,Health User 840,9228073607
PANCHAYAT,Koipuram,Pathanamthitta,health_user841,Health@123841,Health User 841,9785732074
PANCHAYAT,Konni,Pathanamthitta,health_user842,Health@123842,Health User 842,9477942946
PANCHAYAT,Mallappally,Pathanamthitta,health_user843,Health@123843,Health User 843,9108726442
PANCHAYAT,Pandlam,Pathanamthitta,health_user844,Health@123844,Health User 844,9978756307
PANCHAYAT,Parakode,Pathanamthitta,health_user845,Health@123845,Health User 845,9475767621
PANCHAYAT,Pulikeezhu,Pathanamthitta,health_user846,Health@123846,Health User 846,9847569209
PANCHAYAT,Ranni,Pathanamthitta,health_user847,Health@123847,Health User 847,9635318303
PANCHAYAT,Anicadu,Pathanamthitta,health_user848,Health@123848,Health User 848,9505491714
PANCHAYAT,Aranmula,Pathanamthitta,health_user849,Health@123849,Health User 849,9754999083
PANCHAYAT,Aruvapulam,Pathanamthitta,health_user850,Health@123850,Health User 850,9496089942
PANCHAYAT,Ayiroor,Pathanamthitta,health_user851,Health@123851,Health User 851,9244026917
PANCHAYAT,Chenneerkara,Pathanamthitta,health_user852,Health@123852,Health User 852,9569390508
PANCHAYAT,Cherukole,Pathanamthitta,health_user853,Health@123853,Health User 853,9202912946
PANCHAYAT,Chittar,Pathanamthitta,health_user854,Health@123854,Health User 854,9182506031
PANCHAYAT,Elanthoor,Pathanamthitta,health_user855,Health@123855,Health User 855,9778842094
PANCHAYAT,Enadimangalam,Pathanamthitta,health_user856,Health@123856,Health User 856,9996393969
PANCHAYAT,Erathu,Pathanamthitta,health_user857,Health@123857,Health User 857,9833027052
PANCHAYAT,Eraviperoor,Pathanamthitta,health_user858,Health@123858,Health User 858,9982297802
PANCHAYAT,Ezhamkulam,Pathanamthitta,health_user859,Health@123859,Health User 859,9928396738
PANCHAYAT,Ezhumattoor,Pathanamthitta,health_user860,Health@123860,Health User 860,9746037137
PANCHAYAT,Kadampanadu,Pathanamthitta,health_user861,Health@123861,Health User 861,9112054036
PANCHAYAT,Kadapra,Pathanamthitta,health_user862,Health@123862,Health User 862,9938163956
PANCHAYAT,Kalanjoor,Pathanamthitta,health_user863,Health@123863,Health User 863,9369303093
PANCHAYAT,Kallooppara,Pathanamthitta,health_user864,Health@123864,Health User 864,9172538928
PANCHAYAT,Kaviyoor,Pathanamthitta,health_user865,Health@123865,Health User 865,9236041981
PANCHAYAT,Kodumon,Pathanamthitta,health_user866,Health@123866,Health User 866,9419854292
PANCHAYAT,Koipuram,Pathanamthitta,health_user867,Health@123867,Health User 867,9254880379
PANCHAYAT,Konni,Pathanamthitta,health_user868,Health@123868,Health User 868,9690801935
PANCHAYAT,Kottanadu,Pathanamthitta,health_user869,Health@123869,Health User 869,9131010127
PANCHAYAT,Kottangal,Pathanamthitta,health_user870,Health@123870,Health User 870,9534549883
PANCHAYAT,Kozhencherry,Pathanamthitta,health_user871,Health@123871,Health User 871,9982557169
PANCHAYAT,Kulanada,Pathanamthitta,health_user872,Health@123872,Health User 872,9513211046
PANCHAYAT,Kunnathanam,Pathanamthitta,health_user873,Health@123873,Health User 873,9909710365
PANCHAYAT,Kuttoor,Pathanamthitta,health_user874,Health@123874,Health User 874,9601937476
PANCHAYAT,Malayalapuzha,Pathanamthitta,health_user875,Health@123875,Health User 875,9276326949
PANCHAYAT,Mallappally,Pathanamthitta,health_user876,Health@123876,Health User 876,9460796684
PANCHAYAT,Mallapuzhassery,Pathanamthitta,health_user877,Health@123877,Health User 877,9812917338
PANCHAYAT,Mezhuveli,Pathanamthitta,health_user878,Health@123878,Health User 878,9253257972
PANCHAYAT,Mylapra,Pathanamthitta,health_user879,Health@123879,Health User 879,9776292514
PANCHAYAT,Naranamoozhy,Pathanamthitta,health_user880,Health@123880,Health User 880,9894447794
PANCHAYAT,Naranganam,Pathanamthitta,health_user881,Health@123881,Health User 881,9317662639
PANCHAYAT,Nedumpuram,Pathanamthitta,health_user882,Health@123882,Health User 882,9178673620
PANCHAYAT,Niranam,Pathanamthitta,health_user883,Health@123883,Health User 883,9633673948
PANCHAYAT,Omallur,Pathanamthitta,health_user884,Health@123884,Health User 884,9146316920
PANCHAYAT,Pallickal,Pathanamthitta,health_user885,Health@123885,Health User 885,9726524672
PANCHAYAT,Pandalam Thekkekara,Pathanamthitta,health_user886,Health@123886,Health User 886,9140222732
PANCHAYAT,Peringara,Pathanamthitta,health_user887,Health@123887,Health User 887,9495698095
PANCHAYAT,Pramadom,Pathanamthitta,health_user888,Health@123888,Health User 888,9444389147
PANCHAYAT,Puramattom,Pathanamthitta,health_user889,Health@123889,Health User 889,9370632279
PANCHAYAT,Ranni,Pathanamthitta,health_user890,Health@123890,Health User 890,9702573390
PANCHAYAT,Ranni Angadi,Pathanamthitta,health_user891,Health@123891,Health User 891,9904084137
PANCHAYAT,Ranni Pazhavangadi,Pathanamthitta,health_user892,Health@123892,Health User 892,9631242349
PANCHAYAT,Ranni Perunad,Pathanamthitta,health_user893,Health@123893,Health User 893,9295824957
PANCHAYAT,Seethathodu,Pathanamthitta,health_user894,Health@123894,Health User 894,9497432926
PANCHAYAT,Thannithodu,Pathanamthitta,health_user895,Health@123895,Health User 895,9273812148
PANCHAYAT,Thottapuzhassery,Pathanamthitta,health_user896,Health@123896,Health User 896,9962681151
PANCHAYAT,Thumpamon,Pathanamthitta,health_user897,Health@123897,Health User 897,9346602365
PANCHAYAT,Vadasserikkara,Pathanamthitta,health_user898,Health@123898,Health User 898,9532424205
PANCHAYAT,Vallicode,Pathanamthitta,health_user899,Health@123899,Health User 899,9717188072
PANCHAYAT,Vechuchira,Pathanamthitta,health_user900,Health@123900,Health User 900,9423228914
PANCHAYAT,Localbody Name (In English),Thiruvananthapuram,health_user901,Health@123901,Health User 901,9391055045
PANCHAYAT,Thiruvananthapuram,Thiruvananthapuram,health_user902,Health@123902,Health User 902,9507572439
PANCHAYAT,Athiyannoor,Thiruvananthapuram,health_user903,Health@123903,Health User 903,9440927125
PANCHAYAT,Chirayinkeezhu,Thiruvananthapuram,health_user904,Health@123904,Health User 904,9299773773
PANCHAYAT,Kilimanoor,Thiruvananthapuram,health_user905,Health@123905,Health User 905,9326155012
PANCHAYAT,Nedumangad,Thiruvananthapuram,health_user906,Health@123906,Health User 906,9774191328
PANCHAYAT,Nemom,Thiruvananthapuram,health_user907,Health@123907,Health User 907,9559103271
PANCHAYAT,Parassala,Thiruvananthapuram,health_user908,Health@123908,Health User 908,9531216495
PANCHAYAT,Perumkadavila,Thiruvananthapuram,health_user909,Health@123909,Health User 909,9151024511
PANCHAYAT,Pothencode,Thiruvananthapuram,health_user910,Health@123910,Health User 910,9308959021
PANCHAYAT,Vamanapuram,Thiruvananthapuram,health_user911,Health@123911,Health User 911,9705872534
PANCHAYAT,Varkala,Thiruvananthapuram,health_user912,Health@123912,Health User 912,9306016872
PANCHAYAT,Vellanad,Thiruvananthapuram,health_user913,Health@123913,Health User 913,9517724704
PANCHAYAT,Amboori,Thiruvananthapuram,health_user914,Health@123914,Health User 914,9204516467
PANCHAYAT,Anad,Thiruvananthapuram,health_user915,Health@123915,Health User 915,9716674998
PANCHAYAT,Andoorkonam,Thiruvananthapuram,health_user916,Health@123916,Health User 916,9271655531
PANCHAYAT,Anjuthengu,Thiruvananthapuram,health_user917,Health@123917,Health User 917,9263124912
PANCHAYAT,Aruvikkara,Thiruvananthapuram,health_user918,Health@123918,Health User 918,9180737521
PANCHAYAT,Aryanad,Thiruvananthapuram,health_user919,Health@123919,Health User 919,9641684652
PANCHAYAT,Aryancode,Thiruvananthapuram,health_user920,Health@123920,Health User 920,9717940815
PANCHAYAT,Athiyannoor,Thiruvananthapuram,health_user921,Health@123921,Health User 921,9845970241
PANCHAYAT,Azhoor,Thiruvananthapuram,health_user922,Health@123922,Health User 922,9899748050
PANCHAYAT,Balaramapuram,Thiruvananthapuram,health_user923,Health@123923,Health User 923,9163505370
PANCHAYAT,Chemmaruthy,Thiruvananthapuram,health_user924,Health@123924,Health User 924,9959042364
PANCHAYAT,Chenkal,Thiruvananthapuram,health_user925,Health@123925,Health User 925,9396216787
PANCHAYAT,Cherunniyoor,Thiruvananthapuram,health_user926,Health@123926,Health User 926,9459062099
PANCHAYAT,Chirayinkeezhu,Thiruvananthapuram,health_user927,Health@123927,Health User 927,9491405666
PANCHAYAT,Edava,Thiruvananthapuram,health_user928,Health@123928,Health User 928,9858466824
PANCHAYAT,Elakamon,Thiruvananthapuram,health_user929,Health@123929,Health User 929,9743192828
PANCHAYAT,Kadakkavoor,Thiruvananthapuram,health_user930,Health@123930,Health User 930,9428991549
PANCHAYAT,Kadinamkulam,Thiruvananthapuram,health_user931,Health@123931,Health User 931,9662324328
PANCHAYAT,Kallara,Thiruvananthapuram,health_user932,Health@123932,Health User 932,9998111304
PANCHAYAT,Kallikkadu,Thiruvananthapuram,health_user933,Health@123933,Health User 933,9515286345
PANCHAYAT,Kalliyoor,Thiruvananthapuram,health_user934,Health@123934,Health User 934,9436457596
PANCHAYAT,Kanjiramkulam,Thiruvananthapuram,health_user935,Health@123935,Health User 935,9949623180
PANCHAYAT,Karakulam,Thiruvananthapuram,health_user936,Health@123936,Health User 936,9628312095
PANCHAYAT,Karavaram,Thiruvananthapuram,health_user937,Health@123937,Health User 937,9455306802
PANCHAYAT,Karode,Thiruvananthapuram,health_user938,Health@123938,Health User 938,9202429901
PANCHAYAT,Karumkulam,Thiruvananthapuram,health_user939,Health@123939,Health User 939,9718370623
